ProductID,Clothes Type,Price,Selled Quantity,Overall Rating,sentiment_appearance,sentiment_delivery,sentiment_fabric_quality,sentiment_others,sentiment_packaging,sentiment_price,sentiment_service,sentiment_size_fit,text
7,Women's Pants,104000,1k,4.5,positive,positive,,,,,positive,,"Hàng đẹp, dễ thương giống như hình. Shop hỗ trợ nhiệt tình. Giao hàng nhanh. Cho 5*"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Tốt
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Dùng thấy ok
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Được
7,Women's Pants,104000,1k,4.5,,positive,,,,,positive,,Giao đủ số lượng shop nhiệt tình có Diệp sẽ ủng hộ tiếp ạ cảm ơn shop.
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,chất vải đẹp
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,"Vải mềm, mỏng, hình in đẹp, đã mua 1 set và giờ quay lại mua thêm 1 nữa ?"
7,Women's Pants,104000,1k,4.5,positive,positive,,,,,,,Giao hàng nhanh sản phẩm rất đẹp cảm ơn shop kì sau sẽ ủng bộn nữa ạ
7,Women's Pants,104000,1k,4.5,,positive,positive,,,,,,Gh nhanh. Chất ok so vs giá cả. Quần trong túi zip nên trông vệ sinh. Hịn
7,Women's Pants,104000,1k,4.5,positive,,,,,positive,,,"May đẹp, trông chắc chắn, shop bán khá là rẻ, sẽ mua ủng hộ tiếp"
7,Women's Pants,104000,1k,4.5,,positive,,,positive,,,,giao hàng nhanh. đóng gói cẩn thận. lần sau sẽ mua tiếp.
7,Women's Pants,104000,1k,4.5,positive,positive,positive,,,,,,"Chất lượng sản phẩm tuyệt vời, màu đẹp, vải mát, giao hàng nhanh"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Hàng tốt
7,Women's Pants,104000,1k,4.5,,,positive,,,,,positive,Đc giống hình vừa người vải ok mềm mại ko quá ôm hay giãn Nên mua
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,Mua sale nhưng nhận hàng lại quá tốt và rất dày dặn rất đáng mua
7,Women's Pants,104000,1k,4.5,positive,positive,,,positive,,,positive,"Màu đẹp, đúng size, giao hàng nhanh, đóng gói kỹ"
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,"Hàng đẹp, mặc thích, sẽ ủng hộ tiếp 1 set nữa. Mọi ng nên mua."
7,Women's Pants,104000,1k,4.5,,positive,,,,,,,Giao hàng nhanh
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,Vải đẹp
7,Women's Pants,104000,1k,4.5,positive,,,,,,,,hang đẹp
7,Women's Pants,104000,1k,4.5,,,negative,,,,,," Sp không có tem mác như quảng cáo vì ngoài 1 cái mác ghi toàn chữ trung quốc thì chẳng có gì. Chất vải coton ít, nilong nhiều, chắc chắn mặc sẽ khó chịu. Thật không bằng hàng bán bình dân ở chợ loại... Xem thêm"
7,Women's Pants,104000,1k,4.5,positive,positive,,,,,,,"hàng đẹp, giao siêu nhanh"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Rất ổn
7,Women's Pants,104000,1k,4.5,,positive,positive,,,positive,,,"Giá rẻ, chất vải tốt, giao hàng nhanh"
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,chất liệu tốt
7,Women's Pants,104000,1k,4.5,positive,,,,,,,,Đẹp
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,sản phẩm tốt
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,"Chất mỏng, mịn, thoáng khí. Đẹp vs giá thành này"
7,Women's Pants,104000,1k,4.5,positive,,neutral,,,,,,"Quần như hình. Xinh xắn, nhưng hơi mỏng"
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,"Quần mặc đẹp, vải tốt, đáng mua"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Sản phẩm tốt
7,Women's Pants,104000,1k,4.5,positive,,,,,,,,Sản phẩm đẹp.
7,Women's Pants,104000,1k,4.5,positive,,,,,,,,Đep
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,quần mặc thích cực
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,"Vải mềm , nhẹ"
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,quần đẹp mát
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,1
7,Women's Pants,104000,1k,4.5,,,positive,,,,,neutral,"Chất liệu vải cũng ok, phù hợp với giá tiền. Size quần hơi nhỏ hơn so với size quần của những nhãn hiệu khác, không vừa cho người trên 60kg đâu"
7,Women's Pants,104000,1k,4.5,,positive,negative,,,,,,"Shop giao hàng nhanhTuy nhiên, về chất lượng sp mình k mấy hài lòngMình có hỏi chất liệu : shop báo cottonNhưng sp chỉ 49% cotton, có poliester nữa nên mình vẫn k hài lòng về sp ah"
7,Women's Pants,104000,1k,4.5,,negative,neutral,,,,,,"đặt size L mà giao XL, không vui rồi, còn về chất lượng thì so với giá ok, thun cotton mỏng mềm co giản, chưa xài nên không biết sau giặt thì sao"
7,Women's Pants,104000,1k,4.5,,,positive,,,,,,Vải mềm thoáng mát dễ chịu
7,Women's Pants,104000,1k,4.5,,,negative,,,,,,"Quần mỏng, vải như vải nỉ ấy. K có nhãn hay tag gì, k hiểu sao mn khen nhiều vậy, mình mua thất vọng ghê"
7,Women's Pants,104000,1k,4.5,,,,,,,,negative,Chọn Kích thước không phù hợp với cân nặng cho người mặc  nhỏ so với cân nặng
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"sao nói hàng Việt Nam mà lại là made in china.chat lượng thế nào?,ko tin nổi"
7,Women's Pants,104000,1k,4.5,,,negative,,,negative,,,"Chất vải ko phải cotton, giá thành quá đắt so với chất lượng vải và đường may"
7,Women's Pants,104000,1k,4.5,negative,,negative,,,,,,"Hàng xấu, chất ko đẹp ko phải hàng việt nam mà là hàng china"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"chất lượng cũng tạm tạm, bị sứt chỉ khi giặt máy."
7,Women's Pants,104000,1k,4.5,,,positive,,,,,positive,"Quần y hình. Mình 57kg mặc vừa nhé. Vải mát, co giãn."
7,Women's Pants,104000,1k,4.5,,,,,,,,negative,Ngồi xuống se lại rất khó chụi
7,Women's Pants,104000,1k,4.5,,positive,,,,,,,Hàng ship nhanh như một con gió.Tạm ổn so với giá. 4sao
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"Hàng trung quốc mà kêu xuất xứ Việt nam, *** đảo, thấy các shop trên Tiki làm ăn uy tín mà shop này treo đầu dê bán thịt ***"
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,positive,"Chất co dãn thoải mái, 65kg mặc XL nhưng ko phải chất coton 100% mà vẫn pha ni lông nên k ưng lắm."
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,negative,"Sản phẩm để sz ko đúng, chất liệu vải bình thường"
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,,"Tạm ổn,chất liệu vải chưa được như ý lắm,cần thời gian để xem chất lượng sản phẩm"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"K ưng lắm, chưa phù hợp với mình"
7,Women's Pants,104000,1k,4.5,positive,,positive,,,,,,"Quần đẹp, mặc mát, sẽ mua lại"
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,,"tạm được , đungz mẫu, hơi mỏng"
7,Women's Pants,104000,1k,4.5,negative,,negative,,,,,,"Quần xấu , vải mỏng mà thôi mặc chắc khó chịu và nóng"
7,Women's Pants,104000,1k,4.5,negative,,negative,,,,,,"Quần lót quá mỏng, ra màu, mình không dám mặc luôn"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Sp có chất lượng tương đương với giá.
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,đăng bán nói hàng Việt Nam mà trên quần in là quan Trung Quốc shop không trung thực
7,Women's Pants,104000,1k,4.5,negative,,,,,,,,"sản phẩm xấu xí, không hài lòng"
7,Women's Pants,104000,1k,4.5,,,negative,,,,,,"Bình thường không hài lòng về chất vải. Không phải hàng Việt Nam, mình thấy toàn chữ TQ"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"sản phẩm ok. đúng mẫu......,"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,Mình cảm thấy sp ko như mong đợi.. ko ưng
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"Chất lượng không tốt, thất vọng vô cùng."
7,Women's Pants,104000,1k,4.5,,,,,,,,negative,"Hơi rộng, mấy bạn mua hạ lại 1 size nhe"
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,,Mỏng hơn mình nghĩ.đường chỉ may tạm ổn.so vs số tiền thì chất lượng tạm ổn.
7,Women's Pants,104000,1k,4.5,,,negative,,,,,,"chất lượng quần mỏng quá , dễ bị giãn"
7,Women's Pants,104000,1k,4.5,,,negative,,,,,,"Đã nhận hàng, nhưng k hài lòng vì chất liệu khô, k mềm mại, hơi hụt hẫng"
7,Women's Pants,104000,1k,4.5,,,negative,,,,,,chất liệu vải k đẹp như quảng cáo
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,quần này của TQ
7,Women's Pants,104000,1k,4.5,neutral,,,,,,,,xài tạm. hình thức không có gì đáng nói
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,"Tạm được, không thích lắm"
7,Women's Pants,104000,1k,4.5,,,neutral,,,,,,"Vải hơi mỏng, khá ổn."
7,Women's Pants,104000,1k,4.5,,positive,positive,,,,,,Chất liệu ok. Giao hàng nhanh chóng.
7,Women's Pants,104000,1k,4.5,negative,,,,,,,,Màu sắc nhìn không đẹp mắt
7,Women's Pants,104000,1k,4.5,negative,,negative,,,,,,"Chất liệu xấu, màu sắc già nua"
7,Women's Pants,104000,1k,4.5,,,,neutral,,,,,cũng tạm được sơ với giá tiền
8,Others,136000,204,4.5,,,negative,,,,,,"Miếng dán ngực dùng tốt, nhưng hơi mỏng. Nên nếu ngực lép như mình thì nên mua loại nâng chắc sẽ ổn hơn."
8,Others,136000,204,4.5,,,,neutral,,,,,Sản phẩm đúng yêu cầu và chất lượng tốt.
8,Others,136000,204,4.5,,,negative,,,negative,,,"Giá cao so với chất lượng, dính khó chịu lắm, chỉ bằng mấy miếng hình hoa 10-15k thôi"
8,Others,136000,204,4.5,,,,neutral,,,,,"Sản phẩm bình thường, kiểu dáng không giống như quảng cáo"
9,Women's Shirt,89000,568,4.5,,,,,,,,negative,"chất lượng thì rất ổn, nhưng size áo thì nhỏ hơn size áo khác ! lên mua đúng size sẽ bị chật!"
9,Women's Shirt,89000,568,4.5,positive,positive,,,,,,positive,"Đã nhận được hàng.  Giao nhanh, đúng màu và mẫu, đúng size."
9,Women's Shirt,89000,568,4.5,,,,,,,,positive,"Rất hài lòng. Sản phẩm y hình, nhận đc hàng rất là ưng. Áo ôm vừa khít với ngực nha mặc dù ngực mình khá nhỏ🤣.Sẽ tiếp tục ủng hộ shop."
9,Women's Shirt,89000,568,4.5,,,,,,,,positive,"vua nguoi,trong tam gia"
9,Women's Shirt,89000,568,4.5,positive,,positive,,,,,,"chất su non đẹp lắm nha mọi ng, có đệm bàn tay, mặc siêu êm siêu ôm nâng ngực oki lắm, áo không gọng mặc ko bị đau nha"
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,chất liệu vải mềm mại
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,ok
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,🥰
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,"hàng giống hình nhưng dáng mình k đẹp mặc vô k hợp , ai ngực bự chắc sẽ đẹp hơn"
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,sẩn phẩm đẹp .
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,"Hàng chuẩn from chất lượng lắm nha Mn , mẫu i hình, rất đáng mua"
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,Áo mặc tốt không sợ bị lệch
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,"Sản phẩm đẹp, chất lượng tốt"
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,"Áo đẹp, mua mấy cái rồi"
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,Mềm
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,Áo mặc êm thoải mái
9,Women's Shirt,89000,568,4.5,,positive,,,,,,,giao nhanh
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,ưgsdfoggo9
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,Dùng thích *** . Mềm nhẹ êm
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,"sp giống hình, hàng chất lượng"
9,Women's Shirt,89000,568,4.5,positive,positive,positive,,,,,,đẹp chất liệu *** tốt giao cực nhanh
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,Sp đẹp như hình
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,rất  OK
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,mặc rất thoải mái
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,áo đẹp
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,Cực kỳ hài lòng
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,Tốt
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,tốt
9,Women's Shirt,89000,568,4.5,,,positive,,,,,,ok. thoải mái
9,Women's Shirt,89000,568,4.5,positive,,,,,,,positive,"Ôm ngực , đẹp"
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,ok la
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,Ok
9,Women's Shirt,89000,568,4.5,positive,,,,,,,,áo đẹp xuất sắc
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,hàng tốt nhé
9,Women's Shirt,89000,568,4.5,,,negative,,,,,negative," Điểm trừ : Áo mới chưa giặt lần nào mà bề mặt trước quả ngực bị nhăn nhiều khe rãnh. Sau này shop nhớ kiểm tra hàng trước khi giao cho khách.Size áo nhỏ hơn so với các hãng khác, mình đặt size 38 mà... Xem thêm"
9,Women's Shirt,89000,568,4.5,negative,,negative,,,,,negative,"Cúp ngực không vừa vặn, mặc làm xấu form áo ngoài, đai dày mặc nóng"
9,Women's Shirt,89000,568,4.5,,,,,,,,negative,Size áo không chuẩn như thông lệ
9,Women's Shirt,89000,568,4.5,,positive,,,,,,neutral,giao hàng nhanh. nhưng hơi nhỏ hơn size mình thường mặc.và áo khá ôm dáng
9,Women's Shirt,89000,568,4.5,,,negative,,,,,negative,"Áo dày, chật, thiết kế khá vừa vặn, nâng ngực ko nhiều"
9,Women's Shirt,89000,568,4.5,,,negative,,,,,negative,Áo mỏng dính. Size bé nữa. Tệ quá. Không mua lại
9,Women's Shirt,89000,568,4.5,negative,,,,,,,,Lần này mua áo có vài chỗ nhăn
9,Women's Shirt,89000,568,4.5,,,negative,,,,,positive,"cúp ngực ôm, đẹp. dây thun cứng tí."
9,Women's Shirt,89000,568,4.5,,positive,,,,,,,hàng giao nhanh
9,Women's Shirt,89000,568,4.5,,,,,,,,negative,Chật so với size đã chọn
9,Women's Shirt,89000,568,4.5,,,,,,,,negative,Áo hơi nho so với kích thước bình thường. Chất lượng tốt.
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,áo ok
9,Women's Shirt,89000,568,4.5,positive,,positive,,,,,,"áo mặc êm,thoải mái ,đẹp."
9,Women's Shirt,89000,568,4.5,,,,,positive,,,negative,Hàng gói cẩn thận nhưng size nhỏ hơn thực tế.
9,Women's Shirt,89000,568,4.5,positive,,neutral,,,,,,"chất liệu hơi cứng, k mềm lắm, kiểu dáng đẹp"
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,thật sự rất tệ. bán buôn chả có tâm
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,san pham  tạm ổn với giá tiền
9,Women's Shirt,89000,568,4.5,,,,neutral,,,,,Ok hang chat luong
9,Women's Shirt,89000,568,4.5,,,,,,,,negative,Size số 38 nhưng thực tế rất nhỏ
10,Women's Shirt,179000,50,4.3,positive,,positive,,,,,neutral,"vải mịn thơm, có hơi nhỏ so nhưng đẹp. 40 đến 48 kg chắc mặc đẹp"
10,Women's Shirt,179000,50,4.3,,,,neutral,,,,,Good
10,Women's Shirt,179000,50,4.3,,,,neutral,,,,,Tạm!
11,Women's Shirt,62000,14,5.0,positive,negative,,,,,positive,,"Shop hết màu đen, gửi qua màu xám và gửi thư xin lỗi. Mình cũng từng kinh doanh nên thôi ko làm khó shop. Áo rất đẹp nên vẫn lấy và cho 5sao."
11,Women's Shirt,62000,14,5.0,positive,,,,,,,,thiết kế rất đẹp. áo chất lượng
11,Women's Shirt,62000,14,5.0,,,,neutral,,,,,SP tot
12,Women's Shirt,62000,0,5.0,positive,,positive,,positive,,,,"Chất lượng vải OK, hút mồ hôi tốt. May thì đôi chỗ còn chưa OK lắm, nhưng nói chung cũng tạm ổn. Đóng gói đẹp. Hình in đẹp, sắc nét."
12,Women's Shirt,62000,0,5.0,positive,,,,,,positive,,"hình hổ cá tính, sắc nét, shop có bảo hành sản phẩm, cho đổi trả nếu không vừa, rất yên tâm khi mua sản phẩm của shop."
12,Women's Shirt,62000,0,5.0,positive,,,,,,,,"mới đầu sợ áo không giống hình nhưng về đẹp hơn mong đợi, Fom suông cả nam và nữ đều mặc được, sẽ mua làm áo cặp cho cả nhà luôn."
12,Women's Shirt,62000,0,5.0,positive,positive,,,,,,,"Giao lộn màu nhưng shop đổi lại rất nhanh chóng. Áo đẹp, vẫn cho 5*."
12,Women's Shirt,62000,0,5.0,,,,,positive,,,,"Đóng gói đẹp, có thể làm quà tặng. Hài lòng chất lượng."
13,Women's Shirt,62000,6,5.0,positive,,positive,,positive,,,,"Chất lượng vải OK, hút mồ hôi tốt. May thì đôi chỗ còn chưa OK lắm, nhưng nói chung cũng tạm ổn. Đóng gói đẹp. Hình in đẹp, sắc nét."
13,Women's Shirt,62000,6,5.0,positive,,,,,,,,"Mực in bền chắc, mình giặt nhiều lần cũng không bong tróc. Mua tổng cộng 8 áo của Goking rồi."
13,Women's Shirt,62000,6,5.0,,,,neutral,,,,,"Hài lòng, sẽ mua tiếp"
13,Women's Shirt,62000,6,5.0,positive,,,,,,,,Áo đẹp.
14,Women's Shirt,62000,23,5.0,positive,,,,,,,positive,"Đúng mẫu, đúng size, màu sắc rất đẹp, được tặng túi giấy nữa"
14,Women's Shirt,62000,23,5.0,positive,,,,,,,,"Mực in bền chắc, mình giặt nhiều lần cũng không bong tróc. Mua tổng cộng 8 áo của Goking rồi."
15,Women's Shirt,62000,7,5.0,positive,,positive,,,,,,"hình hứng dừa đẹp, sản phẩm mặc mát, đúng 100% cotton, vote 5s."
